53	2	2
54	1	1
55	1	1
57	1	1
57	2	2
58	2	2
59	1	1
59	2	2
60	1	1
60	2	2
61	1	1
61	2	2
62	1	1
62	2	2
62	3	2
63	1	1
63	2	2
64	1	1
64	2	2
65	1	1
65	2	2
66	1	1
66	2	2
67	1	1
67	2	2
68	1	1
68	2	2
69	1	1
69	2	2
69	3	2
70	1	1
70	2	2
70	3	2
71	1	1
71	2	2
71	3	2
72	1	1
72	2	2
72	3	2
73	1	1
73	2	2
73	3	3
74	1	1
74	2	2
74	3	3
75	1	1
75	2	2
75	3	3
76	1	1
76	2	2
76	3	2
77	1	1
77	2	2
77	3	3
77	4	3
78	1	1
78	2	2
78	3	2
79	1	1
79	2	2
79	3	2
79	4	3
80	1	1
80	2	2
80	3	3
81	1	1
81	2	2
81	3	3
81	4	2
82	1	1
82	2	2
82	3	3
82	4	3
83	1	1
83	2	2
83	3	2
83	4	4
84	1	1
84	2	2
84	3	3
84	4	3
85	1	1
85	2	2
85	3	3
85	4	3
86	1	1
86	2	2
86	3	3
86	4	3
87	1	1
87	2	2
87	3	3
87	4	3
88	1	1
88	2	2
88	3	3
89	1	1
89	2	2
89	3	3
89	4	3
90	1	1
90	2	2
90	3	3
90	4	3
90	5	3
91	1	1
91	2	2
91	3	3
91	4	3
92	1	1
92	2	2
92	3	3
92	4	3
93	1	1
93	2	2
93	3	3
93	4	3
94	1	1
94	2	2
94	3	3
94	4	3
95	1	1
95	2	2
95	3	3
95	4	3
96	1	1
96	2	2
96	3	3
96	4	3
97	1	1
97	2	2
97	3	3
97	4	3
98	1	1
98	2	2
98	3	3
98	4	3
99	1	1
99	2	2
99	3	3
99	4	3
100	1	1
100	2	2
100	3	3
100	4	3
101	1	2
101	2	2
101	3	3
101	4	3
101	5	3
102	1	1
102	2	2
102	3	3
102	4	3
103	1	1
103	2	2
103	3	3
103	4	3
104	1	1
104	2	2
104	3	3
104	4	3
105	1	2
105	2	2
105	3	3
105	4	3
105	5	3
106	1	2
106	2	2
106	3	3
106	4	3
106	5	4
107	1	2
107	2	2
107	3	3
107	4	3
108	1	2
108	2	2
108	3	3
108	4	3
109	1	2
109	2	2
109	3	3
109	4	3
110	1	2
110	2	2
110	3	3
110	4	3
110	5	3
111	1	2
111	2	2
111	3	3
111	4	3
111	5	3
112	1	2
112	2	2
112	3	3
112	4	3
113	1	2
113	2	2
113	3	3
113	4	3
114	1	2
114	2	2
114	3	3
114	4	3
115	1	1
115	2	2
115	3	3
115	4	3
115	5	3
116	1	2
116	2	2
116	3	3
116	4	3
116	5	4
117	1	2
117	2	2
117	3	3
117	4	3
118	1	2
118	2	2
118	3	3
118	4	3
118	5	3
119	1	2
119	2	2
119	3	3
119	4	3
119	5	3
120	1	2
120	2	2
120	3	3
120	4	3
120	5	4
121	1	2
121	2	2
121	3	3
121	4	3
121	5	3
122	1	2
122	2	2
122	3	3
122	4	3
122	5	3
122	7	4
123	1	2
123	2	2
123	3	3
123	4	3
123	5	4
123	6	4
124	1	2
124	2	2
124	3	3
124	4	3
125	1	2
125	2	2
125	3	3
125	4	3
126	1	2
126	2	2
126	3	3
126	4	3
126	5	3
127	1	2
127	2	2
127	3	3
127	4	3
127	5	4
127	6	4
128	1	2
128	2	2
128	3	3
128	4	3
128	5	3
129	1	2
129	2	2
129	3	3
129	4	3
130	1	2
130	2	2
130	3	3
130	4	3
130	5	3
131	1	2
131	2	2
131	3	3
131	4	3
131	5	4
132	1	2
132	2	2
132	3	3
132	4	3
133	1	2
133	2	2
133	3	3
133	4	3
133	5	3
134	1	2
134	2	2
134	3	3
134	4	3
134	5	4
135	1	2
135	2	2
135	3	3
135	4	3
135	5	4
136	1	2
136	2	2
136	3	3
136	4	3
137	1	2
137	2	2
137	3	3
137	4	3
137	5	3
138	1	2
138	2	2
138	3	3
138	4	3
138	5	4
139	1	2
139	2	2
139	3	3
139	4	3
139	5	4
140	1	2
140	2	2
140	3	3
140	4	3
141	1	2
141	2	2
141	3	3
141	4	3
142	1	2
142	2	2
142	3	3
142	4	4
143	1	2
143	2	2
143	3	3
143	4	3
143	5	4
144	1	2
144	2	2
144	3	3
144	4	3
144	5	4
145	1	2
145	2	2
145	3	3
145	4	3
145	5	4
146	1	2
146	2	2
146	3	3
146	4	3
146	5	3
147	1	2
147	2	2
147	3	3
147	4	3
147	5	4
148	1	2
148	2	2
148	3	3
148	4	3
148	5	4
148	6	4
149	1	2
149	2	2
149	3	3
149	4	4
149	5	4
150	1	2
150	2	2
150	3	3
150	4	4
150	5	4
151	1	2
151	2	2
151	3	3
151	4	4
151	5	4
152	1	2
152	2	2
152	3	3
152	4	4
152	5	4
153	1	2
153	2	2
153	3	3
153	4	4
153	5	3
153	6	4
154	1	2
154	2	2
154	3	3
154	4	4
154	5	3
155	1	2
155	2	2
155	3	3
155	4	4
155	5	3
155	6	3
156	1	2
156	2	2
156	3	3
156	4	4
156	5	3
157	1	2
157	2	2
157	3	3
157	4	3
157	5	4
158	1	2
158	2	2
158	3	3
158	4	4
158	5	4
159	1	2
159	2	2
159	3	3
159	4	4
159	5	4
160	1	2
160	2	2
160	3	3
160	4	4
160	5	4
160	6	4
161	1	2
161	2	2
161	3	3
161	4	4
161	5	4
162	1	2
162	2	2
162	3	3
162	4	4
162	5	4
163	1	2
163	2	2
163	3	3
163	4	4
163	5	4
164	1	2
164	2	2
164	3	3
164	4	4
164	5	4
165	1	2
165	2	2
165	3	3
165	4	4
165	5	4
166	1	2
166	2	2
166	3	3
166	4	4
166	5	3
167	1	2
167	2	2
167	3	3
167	4	4
167	5	4
167	6	4
168	1	2
168	2	2
168	3	3
168	4	4
168	5	4
169	1	2
169	2	2
169	3	3
169	4	4
169	5	4
170	1	2
170	2	2
170	3	3
170	4	4
170	5	4
170	6	4
171	1	2
171	2	2
171	3	3
171	4	4
171	5	4
172	1	2
172	2	2
172	3	3
172	4	4
172	5	4
172	6	4
173	1	2
173	2	2
173	3	3
173	4	4
173	5	4
174	1	2
174	2	2
174	3	3
174	4	4
174	5	4
175	1	2
175	2	2
175	3	3
175	4	4
175	5	4
176	1	2
176	2	2
176	3	3
176	4	4
176	5	4
177	1	2
177	2	2
177	3	3
177	4	4
177	5	3
178	1	2
178	2	2
178	3	3
178	4	4
178	5	4
178	6	3
179	1	2
179	2	2
179	3	3
179	4	4
179	5	4
179	6	4
180	1	2
180	2	2
180	3	3
180	4	4
180	5	3
181	1	2
181	2	2
181	3	3
181	4	4
181	5	4
182	1	2
182	2	2
182	3	3
182	4	4
182	5	4
183	1	2
183	2	2
183	3	3
183	4	4
183	5	4
183	6	4
184	1	2
184	2	2
184	3	3
184	4	4
184	5	4
184	6	4
185	1	2
185	2	2
185	3	3
185	4	4
185	5	4
185	6	4
186	1	2
186	2	2
186	3	3
186	4	4
186	5	4
187	1	2
187	2	2
187	3	3
187	4	4
187	5	4
187	6	4
188	1	2
188	2	2
188	3	3
188	4	4
188	5	4
188	6	4
189	1	2
189	2	2
189	3	3
189	4	4
189	5	4
190	1	2
190	2	2
190	3	3
190	4	4
190	5	3
191	1	2
191	2	2
191	3	3
191	4	4
191	5	4
192	1	2
192	2	2
192	3	3
192	4	4
192	5	4
193	1	2
193	2	2
193	3	3
193	4	4
193	5	4
194	1	2
194	2	2
194	3	3
194	4	4
194	5	4
195	1	2
195	2	2
195	3	3
195	4	4
195	5	4
195	6	4
196	1	2
196	2	2
196	3	3
196	4	4
196	5	4
197	1	2
197	2	2
197	3	3
197	4	4
197	5	4
198	1	2
198	2	2
198	3	3
198	4	4
198	5	4
199	1	2
199	2	2
199	3	3
199	4	4
199	5	4
199	6	4
200	1	2
200	2	2
200	3	3
200	4	4
200	5	3
201	1	2
201	2	2
201	3	3
201	4	4
201	5	4
201	6	4
202	1	2
202	2	2
202	3	3
202	4	4
202	5	4
203	1	2
203	2	2
203	3	3
203	4	4
203	5	4
203	6	4
204	1	2
204	2	2
204	3	3
204	4	4
204	5	4
205	1	2
205	2	2
205	3	3
205	4	4
205	5	5
205	6	4
205	7	5
206	1	2
206	2	2
206	3	3
206	4	4
206	5	4
206	6	4
207	1	2
207	2	2
207	3	3
207	4	4
207	5	4
208	1	2
208	2	2
208	3	3
208	4	4
208	5	4
209	1	2
209	2	2
209	3	3
209	4	4
209	5	4
209	6	4
210	1	2
210	2	2
210	3	3
210	4	4
210	5	4
211	1	2
211	2	2
211	3	3
211	4	4
211	5	4
211	6	4
212	1	2
212	2	3
212	3	3
212	4	4
212	5	4
212	6	4
213	1	2
213	2	3
213	3	3
213	4	4
213	5	4
213	6	5
214	1	2
214	2	3
214	3	3
214	4	4
214	5	4
214	6	3
215	1	2
215	2	3
215	3	3
215	4	4
215	5	4
215	6	4
216	1	2
216	2	2
216	3	3
216	4	4
216	5	4
216	6	4
217	1	2
217	2	3
217	3	3
217	4	4
217	5	4
217	6	5
217	7	4
218	1	2
218	2	2
218	3	3
218	4	4
218	5	4
219	1	2
219	2	3
219	3	3
219	4	4
219	5	4
220	1	2
220	2	3
220	3	3
220	4	4
220	5	4
220	6	5
221	1	2
221	2	3
221	3	3
221	4	4
221	5	4
221	6	4
222	1	2
222	2	3
222	3	3
222	4	4
222	5	4
223	1	2
223	2	3
223	3	3
223	4	4
223	5	4
224	1	2
224	2	3
224	3	3
224	4	4
224	5	5
224	6	4
225	1	2
225	2	3
225	3	3
225	4	4
225	5	4
226	1	2
226	2	3
226	3	3
226	4	4
226	5	4
226	6	5
227	1	2
227	2	3
227	3	3
227	4	4
227	5	4
228	1	2
228	2	2
228	3	3
228	4	4
228	5	4
228	6	4
229	1	2
229	2	3
229	3	3
229	4	4
229	5	4
230	1	2
230	2	3
230	3	3
230	4	4
230	5	4
231	1	2
231	2	3
231	3	3
231	4	4
231	5	4
232	1	2
232	2	3
232	3	3
232	4	4
232	5	4
232	6	5
233	1	2
233	2	3
233	3	3
233	4	4
233	5	4
234	1	2
234	2	3
234	3	3
234	4	4
235	1	2
235	2	3
235	3	3
235	4	4
235	5	4
235	6	5
236	1	2
236	2	3
236	3	3
236	4	4
236	5	4
237	1	2
237	2	3
237	3	3
237	4	4
237	6	5
238	1	2
238	2	3
238	3	3
238	4	4
238	5	4
239	1	2
239	2	3
239	3	3
239	4	4
239	5	4
240	1	2
240	2	3
240	3	3
240	4	4
240	5	4
241	1	2
241	2	3
241	3	3
241	4	4
241	5	5
241	6	4
242	1	2
242	2	3
242	3	3
242	4	4
242	5	4
242	7	4
243	1	2
243	2	3
243	3	3
243	4	4
243	5	4
243	6	5
244	1	2
244	2	3
244	3	3
244	4	4
244	7	5
245	1	2
245	2	3
245	3	3
245	4	4
245	5	5
246	1	2
246	2	3
246	3	3
246	4	4
246	6	4
247	1	2
247	2	3
247	3	3
247	4	4
247	5	4
248	1	2
248	2	3
248	3	3
248	4	4
248	5	4
249	1	2
249	2	3
249	3	3
249	4	4
249	5	4
250	1	2
250	2	3
250	3	3
250	4	4
250	5	4
251	1	2
251	2	3
251	3	3
251	4	4
251	5	4
252	1	2
252	2	3
252	3	3
252	4	4
252	5	5
252	7	5
253	1	2
253	2	3
253	3	3
253	4	4
253	5	4
253	7	4
254	1	2
254	2	3
254	3	3
254	4	4
255	1	2
255	2	3
255	3	3
255	4	4
255	5	3
255	6	4
256	1	2
256	2	3
256	3	3
256	4	4
256	5	4
257	1	2
257	2	3
257	3	3
257	4	4
257	5	4
258	1	2
258	2	3
258	3	3
258	4	4
258	5	2
258	6	5
259	1	2
259	2	3
259	3	3
259	4	4
259	5	4
260	1	2
260	2	3
260	3	3
260	4	4
260	5	4
261	1	2
261	2	3
261	3	3
261	4	4
261	5	4
262	1	2
262	2	3
262	3	3
262	4	4
262	5	5
263	1	2
263	2	3
263	3	3
263	4	4
263	6	4
264	1	2
264	2	3
264	3	3
264	4	4
264	5	3
264	6	5
265	1	2
265	2	3
265	3	3
265	4	4
265	5	5
266	1	2
266	2	3
266	3	3
266	4	4
267	1	2
267	2	3
267	3	3
267	4	4
267	5	4
268	1	2
268	2	3
268	3	3
268	4	4
269	1	2
269	2	3
269	3	3
269	4	4
270	1	2
270	2	3
270	3	3
270	4	4
270	5	5
271	1	2
271	2	3
271	3	3
271	4	4
271	5	4
272	1	2
272	2	3
272	3	3
272	4	4
272	5	4
273	1	2
273	2	3
273	3	3
273	4	4
273	5	4
274	1	2
274	2	3
274	3	3
274	4	4
274	5	4
275	1	2
275	2	3
275	3	3
275	4	4
275	6	5
276	1	2
276	2	3
276	3	3
276	4	4
276	5	5
277	1	2
277	2	3
277	3	3
277	4	4
277	5	4
278	1	2
278	2	3
278	3	3
278	4	4
278	5	4
279	1	2
279	2	3
279	3	3
279	4	4
279	5	5
279	6	5
280	1	2
280	2	3
280	3	3
280	4	4
281	1	2
281	2	3
281	3	3
281	4	4
281	5	5
281	6	5
282	1	2
282	2	3
282	3	3
282	4	4
282	5	4
283	1	2
283	2	3
283	3	3
283	4	4
283	5	5
284	1	2
284	2	3
284	3	3
284	4	4
284	5	4
285	1	2
285	2	3
285	3	3
285	4	4
285	5	4
285	6	4
286	1	2
286	2	3
286	3	3
286	4	4
286	5	4
287	1	2
287	2	3
287	3	3
287	4	4
287	5	4
288	1	2
288	2	3
288	3	3
288	4	4
288	5	5
289	1	2
289	2	3
289	3	3
289	4	4
289	5	5
290	1	2
290	2	3
290	3	3
290	4	4
290	5	5
290	6	5
291	1	2
291	2	3
291	3	3
291	4	4
291	5	5
292	1	2
292	2	3
292	3	3
292	4	4
292	5	4
293	1	2
293	2	3
293	3	3
293	4	4
293	5	4
294	1	2
294	2	3
294	3	3
294	4	4
294	5	5
294	6	5
295	1	2
295	2	3
295	3	3
295	4	4
295	5	4
296	1	3
296	2	3
296	3	3
296	4	4
296	5	5
297	1	2
297	2	3
297	3	3
297	4	4
297	5	3
298	1	2
298	2	3
298	3	3
298	4	4
298	5	5
299	2	3
299	3	3
299	4	4
300	1	2
300	2	3
300	3	3
300	4	4
300	5	4
301	2	3
301	3	3
301	4	4
302	2	3
302	3	3
302	4	4
302	5	5
303	2	3
303	3	3
303	4	4
304	1	2
304	2	3
304	3	3
304	4	4
305	2	3
305	3	3
305	4	4
305	5	5
306	2	3
306	3	3
306	4	4
307	1	2
307	2	3
307	3	3
307	4	4
308	1	2
308	2	3
308	3	3
308	4	4
308	6	3
309	1	2
309	2	3
309	3	3
309	4	4
310	2	3
310	3	3
310	4	4
310	5	4
311	2	3
311	3	3
311	4	4
312	2	3
312	3	3
312	4	4
312	5	5
313	2	3
313	3	3
313	4	4
